benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
464.h264ref,464.h264ref_43,2,190,0,0.0684211,0.563158,1.62105,0.263158,0.0157895,17,142800,4,1.10526,0, 0.0105263, 0.331579, 0
464.h264ref,464.h264ref_44,1,3,0,0.666667,0.333333,1.33333,0,0,17,8925,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_45,2,60,0,0.0666667,0.55,1.71667,0.216667,0.0166667,17,0,2,1.15,0, 0.0333333, 0.283333, 0
464.h264ref,464.h264ref_46,1,3,0,0.666667,0.333333,1.33333,0,0,17,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_47,2,25,0,0.04,0.56,1.68,0.24,0,17,142800,1,1.24,0, 0.04, 0.28, 0
464.h264ref,464.h264ref_48,1,3,0,0.666667,0.333333,1.33333,0,0,17,8925,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_49,3,226,0,0.0707965,0.615044,1.66372,0.221239,0.00884956,16,142800,3,1.19912,0, 0.0663717, 0.336283, 0
464.h264ref,464.h264ref_50,4,18,0,0.0555556,0.666667,1.61111,0.277778,0,5,571200,1,1.27778,0, 0.0555556, 0.333333, 0
464.h264ref,464.h264ref_51,4,48,0,0.0208333,0.666667,1.625,0.25,0,3,571200,4,1.33333,0, 0.0625, 0.354167, 0
464.h264ref,464.h264ref_52,3,41,0,0.121951,0.658537,2,0.0487805,0.0243902,1,142800,8,1.09756,0, 0.146341, 0.219512, 0
464.h264ref,464.h264ref_53,4,18,0,0.0555556,0.666667,1.61111,0.277778,0,5,571200,1,1.27778,0, 0.0555556, 0.333333, 0
464.h264ref,464.h264ref_54,4,48,0,0.0208333,0.666667,1.625,0.25,0,3,571200,4,1.33333,0, 0.0625, 0.354167, 0
464.h264ref,464.h264ref_55,3,41,0,0.121951,0.658537,2,0.0487805,0.0243902,1,142800,8,1.09756,0, 0.146341, 0.219512, 0
464.h264ref,464.h264ref_56,2,56,0,0.0714286,0.696429,1.51786,0.0892857,0,5,35700,0,1.08929,0, 0.178571, 0.357143, 0
464.h264ref,464.h264ref_57,1,3,0,0.666667,0.333333,1.33333,0,0,5,8925,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_58,2,12,0,0.0833333,0.666667,1.58333,0.25,0,5,35700,1,1.25,0, 0.0833333, 0.333333, 0
464.h264ref,464.h264ref_59,2,129,0,0.0310078,0.627907,1.79845,0.20155,0.00775194,3,35700,12,1.24806,0, 0.0387597, 0.310078, 0
464.h264ref,464.h264ref_60,1,39,0,0.128205,0.692308,2,0,0.025641,1,8925,8,1.10256,0, 0.153846, 0.230769, 0
464.h264ref,464.h264ref_61,2,12,0,0.0833333,0.666667,1.58333,0.25,0,5,35700,1,1.25,0, 0.0833333, 0.333333, 0
464.h264ref,464.h264ref_62,2,36,0,0.0277778,0.666667,1.61111,0.222222,0,3,35700,4,1.33333,0, 0.0833333, 0.361111, 0
464.h264ref,464.h264ref_63,1,39,0,0.128205,0.692308,2,0,0.025641,1,8925,8,1.10256,0, 0.153846, 0.230769, 0
464.h264ref,464.h264ref_64,1,152,0,0.118421,0.605263,1.73026,0.157895,0.0263158,17,8925,2,1.09211,0, 0.0855263, 0.322368, 0
464.h264ref,464.h264ref_65,2,42,0,0.0238095,0.666667,1.61905,0.238095,0,3,35700,4,1.33333,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_66,1,53,0,0.0754717,0.641509,1.9434,0.150943,0.0188679,1,8925,8,1.16981,0, 0.0943396, 0.245283, 0
464.h264ref,464.h264ref_67,2,42,0,0.0238095,0.666667,1.61905,0.238095,0,3,35700,4,1.33333,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_68,1,49,0,0.0816327,0.693878,1.93878,0.0816327,0.0204082,1,8925,8,1.18367,0, 0.102041, 0.265306, 0
464.h264ref,464.h264ref_69,2,17,0,0.0588235,0.705882,1.76471,0.235294,0,5,35700,1,1.23529,0, 0.0588235, 0.294118, 0
464.h264ref,464.h264ref_70,1,3,0,0.666667,0.333333,1.33333,0,0,5,8925,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_71,4,66,0,0.0151515,0.666667,1.63636,0.272727,0,3,571200,4,1.33333,0, 0.0454545, 0.348485, 0
464.h264ref,464.h264ref_72,3,69,0,0.0289855,0.710145,1.85507,0.173913,0,5,142800,8,1.26087,0, 0.0724638, 0.289855, 0
464.h264ref,464.h264ref_73,4,66,0,0.0151515,0.666667,1.63636,0.272727,0,3,571200,4,1.33333,0, 0.0454545, 0.348485, 0
464.h264ref,464.h264ref_74,3,69,0,0.0289855,0.710145,1.85507,0.173913,0,5,142800,8,1.26087,0, 0.0724638, 0.289855, 0
464.h264ref,464.h264ref_75,2,5,0,0.6,0.4,1.4,0,0,5,35700,0,0.4,0, 0.4, 0, 0
464.h264ref,464.h264ref_76,1,9,0,0.444444,0.222222,1.66667,0,0.111111,1,8925,0,0.666667,0, 0.111111, 0.111111, 0
464.h264ref,464.h264ref_77,2,87,0,0.045977,0.643678,1.63218,0.218391,0.0114943,17,142800,3,1.16092,0, 0.0344828, 0.356322, 0
464.h264ref,464.h264ref_78,1,3,0,0.666667,0.333333,1.33333,0,0,17,8925,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_79,2,87,0,0.045977,0.666667,1.57471,0.149425,0.0114943,5,6121148,3,1.12644,0, 0.0229885, 0.425287, 0
464.h264ref,464.h264ref_80,1,3,0,0.666667,0.333333,1.33333,0,0,5,1530287,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_81,2,14,0,0.0714286,0.714286,1.64286,0.214286,0,5,6121148,1,1.14286,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_82,2,382,0,0.065445,0.534031,1.63874,0.240838,0.0078534,3,6121148,14,1.16492,0, 0.0183246, 0.329843, 0
464.h264ref,464.h264ref_83,1,41,0,0.121951,0.658537,2,0.0487805,0.0243902,1,1530287,8,1.09756,0, 0.146341, 0.219512, 0
464.h264ref,464.h264ref_84,2,14,0,0.0714286,0.714286,1.64286,0.214286,0,5,6121148,1,1.14286,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_85,2,40,0,0.025,0.7,1.65,0.2,0,3,6121148,4,1.25,0, 0.075, 0.375, 0
464.h264ref,464.h264ref_86,1,41,0,0.121951,0.658537,2,0.0487805,0.0243902,1,1530287,8,1.09756,0, 0.146341, 0.219512, 0
464.h264ref,464.h264ref_87,1,318,0,0.100629,0.600629,1.66352,0.179245,0.0125786,17,1530287,1,1.13208,0, 0.072327, 0.345912, 0
464.h264ref,464.h264ref_88,2,50,0,0.02,0.72,1.68,0.2,0,3,6121148,4,1.2,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_89,1,59,0,0.0677966,0.711864,1.94915,0.0677966,0.0169492,1,1530287,8,1.08475,0, 0.0847458, 0.288136, 0
464.h264ref,464.h264ref_90,2,50,0,0.02,0.72,1.68,0.2,0,3,6121148,4,1.2,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_91,1,59,0,0.0677966,0.711864,1.94915,0.0677966,0.0169492,1,1530287,8,1.08475,0, 0.0847458, 0.288136, 0
464.h264ref,464.h264ref_92,2,83,0,0.0481928,0.698795,1.55422,0.180723,0.0120482,1,437664,3,1.08434,0, 0.0240964, 0.421687, 0
464.h264ref,464.h264ref_93,1,3,0,0.666667,0.333333,1.33333,0,0,1,54708,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_94,4,18,0,0.0555556,0.666667,1.61111,0.166667,0,5,875328,1,1.22222,0, 0.0555556, 0.388889, 0
464.h264ref,464.h264ref_95,4,48,0,0.0208333,0.666667,1.625,0.166667,0,3,875328,4,1.29167,0, 0.0625, 0.395833, 0
464.h264ref,464.h264ref_96,3,35,0,0.0857143,0.742857,2.02857,0.0571429,0,5,218832,8,1.14286,0, 0.171429, 0.228571, 0
464.h264ref,464.h264ref_97,4,18,0,0.0555556,0.666667,1.61111,0.166667,0,5,875328,1,1.22222,0, 0.0555556, 0.388889, 0
464.h264ref,464.h264ref_98,4,406,0,0.0615764,0.53202,1.63054,0.226601,0.00738916,3,875328,14,1.18473,0, 0.0172414, 0.339901, 0
464.h264ref,464.h264ref_99,3,41,0,0.121951,0.658537,2,0.0487805,0.0243902,1,218832,8,1.09756,0, 0.146341, 0.219512, 0
464.h264ref,464.h264ref_100,2,5,0,0.6,0.4,1.4,0,0,1,109416,0,0.4,0, 0.4, 0, 0
464.h264ref,464.h264ref_101,1,9,0,0.444444,0.222222,1.66667,0,0.111111,1,54708,0,0.666667,0, 0.111111, 0.111111, 0
464.h264ref,464.h264ref_102,3,64,0,0.09375,0.65625,1.71875,0.171875,0.015625,16,200248,0,1.04688,0, 0.09375, 0.328125, 0
464.h264ref,464.h264ref_103,2,84,0,0.047619,0.666667,1.54762,0.190476,0.0119048,5,50062,1,1.16667,0, 0.0833333, 0.380952, 0
464.h264ref,464.h264ref_104,1,3,0,0.666667,0.333333,1.33333,0,0,1,50062,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_105,3,381,0,0.0839895,0.595801,1.65354,0.183727,0.0104987,16,218832,2,1.17323,0, 0.0629921, 0.351706, 0
464.h264ref,464.h264ref_106,2,68,0,0.0294118,0.720588,1.51471,0.191176,0,5,54708,0,1.16176,0, 0.117647, 0.382353, 0
464.h264ref,464.h264ref_107,1,3,0,0.666667,0.333333,1.33333,0,0,1,54708,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_108,1,100,0,0.1,0.59,1.73,0.2,0.02,5,54708,8,1.17,0, 0.04, 0.31, 0
464.h264ref,464.h264ref_109,1,141,0,0.0992908,0.602837,1.73759,0.156028,0.0283688,5,54708,1,1.14184,0, 0.0992908, 0.319149, 0
464.h264ref,464.h264ref_110,2,12,0,0.0833333,0.666667,1.58333,0.25,0,5,0,1,1.25,0, 0.0833333, 0.333333, 0
464.h264ref,464.h264ref_111,2,315,0,0.031746,0.561905,1.75873,0.215873,0.00634921,3,0,24,1.19683,0, 0.0285714, 0.304762, 0
464.h264ref,464.h264ref_112,1,33,0,0.0909091,0.787879,2.0303,0,0,3,0,8,1.15152,0, 0.181818, 0.242424, 0
464.h264ref,464.h264ref_113,1,151,0,0.0596026,0.622517,1.71523,0.192053,0.0198675,9,0,2,1.19868,0, 0.0860927, 0.317881, 0
464.h264ref,464.h264ref_114,2,42,0,0.0238095,0.666667,1.61905,0.238095,0,3,0,4,1.33333,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_115,1,43,0,0.0465116,0.767442,1.95349,0.0930233,0,3,0,8,1.23256,0, 0.116279, 0.27907, 0
464.h264ref,464.h264ref_116,2,19,0,0.0526316,0.631579,1.68421,0.315789,0,1,0,1,1.15789,0, 0.0526316, 0.315789, 0
464.h264ref,464.h264ref_117,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_118,2,12,0,0.0833333,0.666667,1.58333,0.25,0,5,0,1,1.25,0, 0.0833333, 0.333333, 0
464.h264ref,464.h264ref_119,2,315,0,0.031746,0.561905,1.75873,0.215873,0.00634921,3,0,24,1.19683,0, 0.0285714, 0.304762, 0
464.h264ref,464.h264ref_120,1,39,0,0.128205,0.692308,2,0,0.025641,1,0,8,1.10256,0, 0.153846, 0.230769, 0
464.h264ref,464.h264ref_121,2,12,0,0.0833333,0.666667,1.58333,0.25,0,5,0,1,1.25,0, 0.0833333, 0.333333, 0
464.h264ref,464.h264ref_122,2,36,0,0.0277778,0.666667,1.61111,0.222222,0,3,0,4,1.33333,0, 0.0833333, 0.361111, 0
464.h264ref,464.h264ref_123,1,39,0,0.128205,0.692308,2,0,0.025641,1,0,8,1.10256,0, 0.153846, 0.230769, 0
464.h264ref,464.h264ref_124,1,169,0,0.0828402,0.60355,1.71006,0.183432,0.0177515,17,0,2,1.17751,0, 0.0828402, 0.313609, 0
464.h264ref,464.h264ref_125,2,42,0,0.0238095,0.666667,1.61905,0.238095,0,3,0,4,1.33333,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_126,1,53,0,0.0754717,0.641509,1.9434,0.150943,0.0188679,1,0,8,1.16981,0, 0.0943396, 0.245283, 0
464.h264ref,464.h264ref_127,2,42,0,0.0238095,0.666667,1.61905,0.238095,0,3,0,4,1.33333,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_128,1,49,0,0.0816327,0.693878,1.93878,0.0816327,0.0204082,1,0,8,1.18367,0, 0.102041, 0.265306, 0
464.h264ref,464.h264ref_129,2,19,0,0.0526316,0.631579,1.68421,0.315789,0,1,0,1,1.15789,0, 0.0526316, 0.315789, 0
464.h264ref,464.h264ref_130,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_131,4,58,0,0.0172414,0.689655,1.65517,0.172414,0,3,875328,4,1.24138,0, 0.0517241, 0.396552, 0
464.h264ref,464.h264ref_132,3,74,0,0.0540541,0.662162,1.82432,0.108108,0.0135135,1,218832,8,1.14865,0, 0.0810811, 0.310811, 0
464.h264ref,464.h264ref_133,4,58,0,0.0172414,0.689655,1.65517,0.172414,0,3,875328,4,1.24138,0, 0.0517241, 0.396552, 0
464.h264ref,464.h264ref_134,3,75,0,0.0533333,0.653333,1.82667,0.106667,0.0133333,1,218832,8,1.14667,0, 0.08, 0.306667, 0
464.h264ref,464.h264ref_135,2,5,0,0.6,0.4,1.4,0,0,1,109416,0,0.4,0, 0.4, 0, 0
464.h264ref,464.h264ref_136,1,3,0,0.666667,0.333333,1.33333,0,0,1,54708,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_137,2,14,0,0.0714286,0.714286,1.64286,0.214286,0,5,0,1,1.14286,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_138,2,44,0,0.0227273,0.636364,1.68182,0.227273,0,3,0,4,1.22727,0, 0.0681818, 0.340909, 0
464.h264ref,464.h264ref_139,1,35,0,0.0857143,0.742857,2.02857,0.0571429,0,5,0,8,1.14286,0, 0.171429, 0.228571, 0
464.h264ref,464.h264ref_140,2,14,0,0.0714286,0.714286,1.64286,0.214286,0,5,0,1,1.14286,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_141,2,40,0,0.025,0.7,1.65,0.2,0,3,0,4,1.25,0, 0.075, 0.375, 0
464.h264ref,464.h264ref_142,1,35,0,0.0857143,0.742857,2.02857,0.0571429,0,5,0,8,1.14286,0, 0.171429, 0.228571, 0
464.h264ref,464.h264ref_143,1,292,0,0.0890411,0.599315,1.65753,0.19863,0.010274,16,0,1,1.17123,0, 0.0650685, 0.342466, 0
464.h264ref,464.h264ref_144,2,50,0,0.02,0.72,1.68,0.2,0,3,0,4,1.2,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_145,1,53,0,0.0377358,0.773585,1.96226,0.0754717,0,5,0,8,1.11321,0, 0.0943396, 0.301887, 0
464.h264ref,464.h264ref_146,2,50,0,0.02,0.72,1.68,0.2,0,3,0,4,1.2,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_147,1,53,0,0.0377358,0.773585,1.96226,0.0754717,0,5,0,8,1.11321,0, 0.0943396, 0.301887, 0
464.h264ref,464.h264ref_148,1,69,0,0.0869565,0.637681,1.62319,0.173913,0.0289855,17,0,1,1.15942,0, 0.130435, 0.333333, 0
464.h264ref,464.h264ref_149,2,34,0,0.0294118,0.705882,1.55882,0.147059,0,5,0,1,1.11765,0, 0.0294118, 0.441176, 0
464.h264ref,464.h264ref_150,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_151,2,14,0,0.0714286,0.714286,1.64286,0.214286,0,5,0,1,1.14286,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_152,2,152,0,0.125,0.5,1.68421,0.184211,0.0131579,3,0,4,1.10526,0, 0.0197368, 0.309211, 0
464.h264ref,464.h264ref_153,1,35,0,0.0857143,0.742857,2.02857,0.0571429,0,5,0,8,1.14286,0, 0.171429, 0.228571, 0
464.h264ref,464.h264ref_154,2,14,0,0.0714286,0.714286,1.64286,0.214286,0,5,0,1,1.14286,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_155,2,40,0,0.025,0.7,1.65,0.2,0,3,0,4,1.25,0, 0.075, 0.375, 0
464.h264ref,464.h264ref_156,1,35,0,0.0857143,0.742857,2.02857,0.0571429,0,5,0,8,1.14286,0, 0.171429, 0.228571, 0
464.h264ref,464.h264ref_157,1,476,0.0168067,0.0777311,0.607143,1.63445,0.176471,0.012605,17,0,2,1.22479,0, 0.0714286, 0.378151, 0
464.h264ref,464.h264ref_158,2,42,0,0.0238095,0.666667,1.61905,0.238095,0,3,0,4,1.33333,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_159,1,45,0,0.0444444,0.733333,1.95556,0.0888889,0,5,0,8,1.22222,0, 0.111111, 0.266667, 0
464.h264ref,464.h264ref_160,2,42,0,0.0238095,0.666667,1.61905,0.238095,0,3,0,4,1.33333,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_161,1,45,0,0.0444444,0.733333,1.95556,0.0888889,0,5,0,8,1.22222,0, 0.111111, 0.266667, 0
464.h264ref,464.h264ref_162,2,50,0,0.02,0.72,1.68,0.2,0,3,0,4,1.2,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_163,1,53,0,0.0377358,0.773585,1.96226,0.0754717,0,5,0,8,1.11321,0, 0.0943396, 0.301887, 0
464.h264ref,464.h264ref_164,2,50,0,0.02,0.72,1.68,0.2,0,3,0,4,1.2,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_165,1,53,0,0.0377358,0.773585,1.96226,0.0754717,0,5,0,8,1.11321,0, 0.0943396, 0.301887, 0
464.h264ref,464.h264ref_166,2,47,0,0.0212766,0.659574,1.61702,0.212766,0,5,0,3,1.23404,0, 0.0425532, 0.382979, 0
464.h264ref,464.h264ref_167,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_168,2,34,0,0.0294118,0.735294,1.52941,0.176471,0,9,0,1,1.08824,0, 0.0294118, 0.441176, 0
464.h264ref,464.h264ref_169,1,3,0,0.666667,0.333333,1.33333,0,0,9,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_170,4,18,0,0.0555556,0.666667,1.61111,0.166667,0,5,0,1,1.22222,0, 0.0555556, 0.388889, 0
464.h264ref,464.h264ref_171,4,48,0,0.0208333,0.666667,1.625,0.166667,0,3,0,4,1.29167,0, 0.0625, 0.395833, 0
464.h264ref,464.h264ref_172,3,35,0,0.0857143,0.742857,2.02857,0.0571429,0,5,0,8,1.14286,0, 0.171429, 0.228571, 0
464.h264ref,464.h264ref_173,4,18,0,0.0555556,0.666667,1.61111,0.166667,0,5,0,1,1.22222,0, 0.0555556, 0.388889, 0
464.h264ref,464.h264ref_174,4,160,0,0.11875,0.5,1.675,0.175,0.0125,3,0,4,1.125,0, 0.01875, 0.31875, 0
464.h264ref,464.h264ref_175,3,35,0,0.0857143,0.742857,2.02857,0.0571429,0,5,0,8,1.14286,0, 0.171429, 0.228571, 0
464.h264ref,464.h264ref_176,2,5,0,0.6,0.4,1.4,0,0,3,0,0,0.4,0, 0.4, 0, 0
464.h264ref,464.h264ref_177,1,3,0,0.666667,0.333333,1.33333,0,0,3,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_178,3,534,0.0149813,0.0692884,0.59176,1.62734,0.166667,0.011236,16,0,2,1.24906,0, 0.0655431, 0.383895, 0
464.h264ref,464.h264ref_179,2,47,0,0.0425532,0.723404,1.51064,0.106383,0,3,0,0,1.10638,0, 0.148936, 0.382979, 0
464.h264ref,464.h264ref_180,1,3,0,0.666667,0.333333,1.33333,0,0,3,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_181,1,354,0.0225989,0.10452,0.567797,1.69209,0.115819,0.0169492,5,0,2,1.20904,0, 0.0847458, 0.361582, 0
464.h264ref,464.h264ref_182,4,50,0,0.02,0.64,1.6,0.2,0,3,0,4,1.36,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_183,3,60,0,0.0333333,0.666667,1.8,0.133333,0,5,0,8,1.26667,0, 0.1, 0.3, 0
464.h264ref,464.h264ref_184,4,50,0,0.02,0.64,1.6,0.2,0,3,0,4,1.36,0, 0.06, 0.38, 0
464.h264ref,464.h264ref_185,3,61,0,0.0327869,0.655738,1.80328,0.131148,0,5,0,8,1.2623,0, 0.0983607, 0.295082, 0
464.h264ref,464.h264ref_186,2,5,0,0.6,0.4,1.4,0,0,3,0,0,0.4,0, 0.4, 0, 0
464.h264ref,464.h264ref_187,1,3,0,0.666667,0.333333,1.33333,0,0,3,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_188,4,58,0,0.0172414,0.689655,1.65517,0.172414,0,3,0,4,1.24138,0, 0.0517241, 0.396552, 0
464.h264ref,464.h264ref_189,3,68,0,0.0294118,0.705882,1.82353,0.117647,0,5,0,8,1.17647,0, 0.0882353, 0.323529, 0
464.h264ref,464.h264ref_190,4,58,0,0.0172414,0.689655,1.65517,0.172414,0,3,0,4,1.24138,0, 0.0517241, 0.396552, 0
464.h264ref,464.h264ref_191,3,69,0,0.0289855,0.695652,1.82609,0.115942,0,5,0,8,1.17391,0, 0.0869565, 0.318841, 0
464.h264ref,464.h264ref_192,2,5,0,0.6,0.4,1.4,0,0,3,0,0,0.4,0, 0.4, 0, 0
464.h264ref,464.h264ref_193,1,3,0,0.666667,0.333333,1.33333,0,0,3,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_194,2,39,0,0.025641,0.692308,1.64103,0.25641,0,9,0,3,1.17949,0, 0.0512821, 0.358974, 0
