benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
429.mcf,429.mcf_15,1,7,0,0.428571,0.571429,1.28571,0,0,1,596,0,0.857143,0, 0.285714, 0.285714
429.mcf,429.mcf_16,1,50,0,0.18,0.66,1.78,0,0.06,1,2,0,1.02,0, 0.06, 0.4
429.mcf,429.mcf_17,1,9,0,0.111111,0.888889,1.77778,0,0,1,2,0,1,0, 0.111111, 0.444444
429.mcf,429.mcf_18,1,14,0,0.285714,0.642857,1.78571,0,0.0714286,1,2,0,0.785714,0, 0.142857, 0.285714
429.mcf,429.mcf_19,1,50,0,0.18,0.66,1.78,0,0.06,1,0,0,1.02,0, 0.06, 0.4
429.mcf,429.mcf_20,1,9,0,0.111111,0.888889,1.77778,0,0,1,0,0,1,0, 0.111111, 0.444444
429.mcf,429.mcf_21,1,14,0,0.285714,0.642857,1.78571,0,0.0714286,1,0,0,0.785714,0, 0.142857, 0.285714
429.mcf,429.mcf_22,1,54,0,0.222222,0.555556,1.74074,0,0.0925926,1,2,0,1.03704,0, 0.037037, 0.407407
429.mcf,429.mcf_23,1,38,0,0.210526,0.657895,1.92105,0,0.0526316,1,2,0,1,0, 0.0263158, 0.421053
429.mcf,429.mcf_24,3,6,0,0.333333,0.5,1.83333,0,0.166667,1,5985,0,0.833333,0, 0, 0.333333
429.mcf,429.mcf_25,2,42,0,0.190476,0.666667,1.78571,0,0.047619,1,396,0,1,0, 0.0714286, 0.404762
429.mcf,429.mcf_26,1,12,0,0.333333,0.5,1.66667,0,0.0833333,1,1,0,0.833333,0, 0.0833333, 0.333333
429.mcf,429.mcf_27,2,0,0,0,0,0,0,0,1,13925980,0,0,0, 0, 0
429.mcf,429.mcf_28,2,0,0,0,0,0,0,0,1,13925980,0,0,0, 0, 0
429.mcf,429.mcf_29,1,32,0,0.1875,0.6875,1.65625,0,0.0625,1,4962334,1,1.09375,0, 0.15625, 0.40625
429.mcf,429.mcf_30,2,58,0,0.137931,0.706897,1.77586,0,0.0517241,1,273602,0,0.982759,0, 0.0862069, 0.413793
429.mcf,429.mcf_31,1,15,0,0.266667,0.466667,1.8,0,0.2,1,118647,0,0.733333,0, 0.133333, 0.333333
429.mcf,429.mcf_32,1,6,0,0.166667,0.833333,1.83333,0,0,1,2,1,1,0, 0.166667, 0.333333
429.mcf,429.mcf_33,1,75,0,0.146667,0.693333,1.8,0,0.0666667,351,118645,0,1.05333,0, 0.08, 0.413333
429.mcf,429.mcf_34,1,120,0,0.175,0.716667,1.675,0,0.0333333,1,118645,0,1.025,0, 0.116667, 0.45
429.mcf,429.mcf_35,1,14,0,0.285714,0.642857,1.78571,0,0.0714286,1,0,0,0.785714,0, 0.142857, 0.285714
429.mcf,429.mcf_36,1,14,0,0.285714,0.642857,1.78571,0,0.0714286,1,0,0,0.785714,0, 0.142857, 0.285714
429.mcf,429.mcf_37,1,159,0,0.169811,0.660377,1.73585,0.0251572,0.0188679,1,2,0,1.14465,0, 0.163522, 0.408805
429.mcf,429.mcf_38,1,48,0,0.0208333,0.979167,1.85417,0,0,1,1,0,1.10417,0, 0.270833, 0.395833
429.mcf,429.mcf_39,1,10,0,0.3,0.6,1.8,0,0.1,1,1,0,0.8,0, 0.1, 0.3
429.mcf,429.mcf_40,1,43,0,0.162791,0.604651,1.7907,0,0.0232558,1,1,0,0.976744,0, 0.0465116, 0.325581
429.mcf,429.mcf_41,1,6,0,0.166667,0.666667,1.66667,0,0,1,0,0,1,0, 0.166667, 0.333333
429.mcf,429.mcf_42,1,60,0,0.0333333,0.9,1.93333,0,0.0166667,1,1,0,1.23333,0, 0.133333, 0.45
429.mcf,429.mcf_43,1,238,0,0.0252101,0.89916,1.81092,0.0168067,0.00840336,1,1,0,1.19748,0, 0.138655, 0.445378
429.mcf,429.mcf_44,1,28,0,0.142857,0.678571,1.60714,0.0357143,0.0357143,1,2617,0,1.14286,0, 0.107143, 0.428571
429.mcf,429.mcf_45,1,28,0,0.142857,0.678571,1.60714,0.0357143,0.0357143,1,2617,0,1.14286,0, 0.107143, 0.428571
429.mcf,429.mcf_46,1,7,0,0.142857,0.714286,1.57143,0,0,1,116028,0,1.14286,0, 0.142857, 0.428571
429.mcf,429.mcf_47,1,7,0,0.142857,0.714286,1.57143,0,0,1,116028,0,1.14286,0, 0.142857, 0.428571
429.mcf,429.mcf_48,1,90,0,0.111111,0.777778,1.76667,0.0222222,0.0222222,1,118645,0,1.07778,0, 0.122222, 0.422222
429.mcf,429.mcf_49,2,7,0,0.142857,0.714286,1.85714,0,0.142857,1,1333506,0,1.14286,0, 0.142857, 0.428571
429.mcf,429.mcf_50,1,3,0,1,0,1,0,0,1,118645,0,0,0, 0, 0
